gene	PMID_PMCID	evidence
ENSG00000132906	18800014,19646462,33257649,24835407,32949818,33075420,16505307,11739563,33253119,15280438,18462830,19430525,28224479,28280525,15629764,19850127,35019826,24938188,16156740,25675097,25800307,19680561,24935484,25416158,19476547,27048753,33122072,17017543,26612350,20045449,31669882,22539006,16686692,31685899,22710069,26697948,17895242,20964710,32611232,32634439,32535761,25868679,34653323,21029650,15474362,23911879,12832530,26116522,26055970,26139594,16336625,32932183,32814076,21061154,11223917,21377526,27074962,29204750,18037221,23605682,18706927,26411262,26367469,19885011,14597229,12831855,20934486,17635668,30548933,19643096,17291991,31883603,23499562,24852355,30019977,30468634,18813861,21846476,15447678,19148691,24795108,24768735,30241783,29620282,18832435,19780897,28093210,17787016,16239241,33639357,29027056,28990084,17894646,18298651,18253895,24214023,24233519,19539006,32167238,32060784,32745769,20230807,15666094,21237271,27229883,11461973,17045926,17241127,25220617,24875324,25502462,15950951,33977962,35631155,28383489,28353032,22819561,19014378,22138428,28822073,28836128,17504267,30076580,30040928,30707354,18306664,19723537,28532211,28429275,28442376,29355039,35021949,24549762,31811872,24021799,22555844,29991712,27688248,16917840	PubChem
ENSG00000132912	19640926,15158159,25637286,26960935,35504872,31644913,35701754,29747690,20457918,28115417,30818055,27888296,22012985,20604804,20098416,19481605,20814791,30995872,31230104,26746706,28433685,33557921,33539341,31744532,28779532,22484440,34400288,31836471,20510502,28755477,34838592,26769362,30475154,31005259,16325767,34520759,31989342,34948195,24746855,28148299,22230652,27364102,25174890,22898310,25404088,25434725,25446361,15819411,33146846,33152946,20929985,31734597,30059366,31452956,25976674,32787548,21052746,29260454,26409479,26295827,22361619,30552896,24351814,23936437,27009601,31958096,31586624,30905782,30867060,30442917,31869719,34545064,33632304,30914252,35776077,35809720,35752080,33350241,33432492,33639218,33639357,27818354,28981090,24262172,25169902,32713934,32710901,32770451,32724177,33838212,26509433,33460487,35618982,35691001,35550926,28390981,28357809,22898350,34580047,28840510,31341250,20862500,23503475,30672645,22503003,23404372,35257795,29498006,29439518,30288644,30310174,30218400,30411383,35104487,35457010,33741985,23259041,23912309,31197654	PubChem
ENSG00000133065	33279243,33723766,33781609,22031603,24661466,23976986,23651603,24745990	PubChem
ENSG00000133116	33784444,21276773,25998734,29107062,31769259,33382545,33393746,19936711	PubChem
ENSG00000133636	24997685,22211865,35794014,25175457,23624386,16930409,16269007,19878995,25511018,26198255,20027219,6189657,8101133,8096426,8673494,25842242,15882113,15896973,31927144,28219741,20043754,11385014,10477079,16025140,12444598,29288794,18096238,1870724,31843475,18779056,6333003,6141701,6320589,31778724,9333784,17673354,16239763,16983483,11848295,7969897,10617622,10658621,11675040,1716907,14511764,7691649,7784265,35562956,1901504,15190231,1965015,2933123,6089953,4004152,22406187,19929816,30374780,15006494,1385171,32500445,19202346,1974842,16882457,16862241	PubChem
ENSG00000133742	18246449,18926883,15579163,12388586,20074624,17622669,22672467,26826552,32948232,27769787,26212551,24334055,17522320,20001109,22898310,33161074,33275784,32040198,32040827,20957037,31791684,20064549,31712126,25739024,10912925,10875437,26887382,10022256,11205140,20377305,21935637,22743691,23541633,30153493,26296668,18389263,18395193,30641120,22227506,22487770,18784294,19780904,26940602,23796781,22579457,12559386,30537031,24755306,31856920,28615451,30958793,19900486,20026137,27908790,27975173,33219138,33653950,16941635,17374449,18537630,24205164,24316474,32152798,10514400,21262271,26210618,21538463,22915117,24059981,25499022,2555999,7751851,26503377,33617267,12939516,22136399,30685541,30597197,22232007,23323755,20090508,23648515,19748499,25929331,35230626,34164834,34111468,35158223,28518111,29781786,23628489,30359642,12200194,35318033,29582396,8923537,31174041,23831411,23996276,31229554,16566907	PubChem
ENSG00000133794	32246801,32768967,33596936,28469105,30328585	PubChem
ENSG00000134121	1478642,22186119,29414779,27282086,17963913,19353521,9671969,20374418,19101524,20415529,10739641,32474865,16978060,21029775,35768426	PubChem
ENSG00000134184	20461808,31559607,24382428,12524158,14732367,11688992,10720475,17250723,27216438,15834859,10821441,27078701,15288444,17403576,20472488,17449559,15061826,23552977,26164633,10215103,25868597,23045187,22507762,24389856,21207412	DisGeNET,PubChem
ENSG00000134243	23671637,15305122,19111525,9760132,15262263,28482609,15189354	PubChem
ENSG00000134259	23934644,29588162,19276553,28321769,29955238,23695225,28495385,16821768,23810671,25876513,19276172,17095503,23872421,20442138,26497037,22186119,21266243,19756365,24055909,18778785,10617673,16112330,14696015,20129627,8844522,25038562,9464656,25407931,25448048,25449460,32630523,8109297,8635549,9109538,9118202,9696057,25923962,25868679,15843060,15869429,32016638,8788912,8789608,25808895,15511288,26571146,26999333,32991967,16110345,16410750,16423459,16313102,25692332,21145918,21172413,11205147,11223915,11290381,11274996,21402451,2185378,22766481,29164519,29271539,29260495,17980863,17982884,17993752,2358801,23548600,15565869,15619128,19388687,31430510,19923440,15033807,17167067,7912984,26556726,15474617,17092485,10797558,20832831,27340670,14637105,10213472,30992663,29631008,29684590,31672549,10727782,31883603,12210845,12224755,11080196,14732458,9266409,1837849,18334769,17420097,28006954,10805334,19694610,28042339,26922613,15446582,22579457,30852286,24796668,2005978,19789989,23633297,32495646,7834345,29054324,29951133,19127447,19128208,19830843,1982243,8847546,14623353,33204711,33123315,33666886,33646533,16239764,33798505,16989807,17401680,17404834,17406652,12787319,24323403,1944788,19523343,19609938,19534719,32762399,7591029,7596217,7601261,8041491,8613731,10613492,10619554,10516713,21543973,11462801,11585581,17029596,11861804,22954731,22941283,12575826,18642709,25499799,25574337,7699401,7699410,9760132,9765511,2080339,20649848,20658188,20698822,11060810,33538000,26435172,16842161,16802332,35516456,28383489,35524424,22812497,26758390,15262263,20854799,7915238,7535318,2680009,31081340,4058256,8239303,22306345,1367415,25788422,16787836,28534301,12363409,12363411,18972063,8748637,19953344,34952508,32458386,7838422,8282068,8289077,8369108,2012510,8871963,8873077,22288477,17100591,17113055,27956075,14766796,12709305,28126590,24004478,1977606,15181236,7901795,15161999,16887804,17447416,22619734	DisGeNET,PubChem
ENSG00000134308	25923950,17408955,8944032,21910444,28580639,21799745,20060905,29976255,23912309	PubChem
ENSG00000134318	27842305	miRTex
ENSG00000134460	21255222,20118279,26548343,26016368,29246926,33986285,33725243,19299711,19432400,27190492,22974722,11137586,33853440,26453752,8133310,26648474,17675560,28176275	PubChem
ENSG00000135047	32361028,26170293,29154036,21134415,26797274,31092553,30536063,21382360,29260454,20499928,34152583	PubChem
ENSG00000135093	25621951,29178074,32297515,35417128,35409068	PubChem
ENSG00000135218	14699114,29199275,35709881,21865652,31910209,29688484	PubChem
ENSG00000135312	18256188,28176268,19500572,17452372,15470136,26523794,26254863,25914348,26683905,33050305,25669730,12464115,15582011,23973568,18952677,20050978,33785138,18550726,17049611,18157704,9593971,29264660,28535734,35292330,29305656,19633584,23954709	PubChem
ENSG00000135318	25672397,31220343,25035124,21046237,30689733,33986285,18478552,20158462,26751079,25597950,29341798,32365642	PubChem
ENSG00000135392	27713507,20889486,22016808,35715682,33760024,16344956,20060408	PubChem
ENSG00000135469	26362253,32165255,31129200,25448159,21876252,25075858,31182727,32719116,20114052,19457104,28239983,30611881,25425650,8097267,9668369,1350379,31698188,34774499,26099170,1613817,2568945,27525911,21399908,22714832,26629687,10877922,23775688,31852959,31861839,29491385,35447351,8905800,3368123,16764837,12067330,1361575,25140899,32724177,20206941,25495991,32324990,32266604,7783880,10426539,34037912,33620588,33503975,6594030,7914399,7915238,29902255,34768952,9633704,8239303,25151391,34111562,35204675,8179773,34973149,35064857,35034721,34991625,8413979,25372744,23199590,17253773,8264958,22536790,27624766	PubChem
ENSG00000135679	16714300,17060322,28973420,21466165,12867415,17166173,12058035,17900536	PubChem
ENSG00000135821	22634324,17576015,15488650,26023759,34463828,26347375,31430510,12505649,31374106,18275612,19127447,33322668,27885636,11827732,18281203,18573305,10991662,16842851,23059905,30430378	PubChem
ENSG00000135898	23679955,32967746,33171772,28289782,30453998,33332005,32691218,28807673,30687889,34071302,34946726,35055142	PubChem
ENSG00000135914	23606928,18691132,16982285,15668911,31145970,15862804,16614540,16438660,16310806,21892895,18362307,17706566,25076559,19553085,21518772,15197703,22635095,18989898,23675941	PubChem
ENSG00000136235	33726823,32436108,31721001,33060302,20688165,34106485,33947460,28856541,29519253,21738488,24684749	PubChem
ENSG00000136238	22098189,23109420,33402057,26375402,29429047,30026307,28268219,34593974,31685899,17706965,31831012,35726081,19450058,27260166,35390465	PubChem
ENSG00000136244	15635591,28987816,18284424,29036854,22155094,15619128,29576695,31524180,28769786,28623717,29203265,17982884,31828965,30454693,29478949,28923363,25791676,30107806,32070376,30966861,23506423,19276172,35589918,33401964,31049133,28943632,19157893,22986484,27016501,11847482,24576911,15120188,30063943,11072751,24854197,31201839,26583134,33729106,35709881,25815475,33864663,35358621,28686317,33085068,32565338,31820278,28672025,27156691,32001620,35638297,33802409,34445767,16371324,32429710,21970803,21887889,34272410,34773593,12957371,22772723,35172141,33198771,28456715,15862160,19908287,27840922,30054538,32057949,29670081,24236103,17258864,23159314,21384098,21554732,28456941,27927222,25536118,22496842,25511018,20584104,32540418,33421490,31336111,35314276,27479153,8844522,32633860,32535761,32540480,32556930,32564332,32648088,9116194,25824039,15777250,15814801,15817469,33147699,23082161,34660782,19844754,31915844,20938211,21796424,21801384,30486939,31059087,30933849,31306813,31228597,22361232,31711508,31671372,15480843,26548343,26911448,27053127,28292183,28258522,28238791,28208679,23945602,30472438,26999333,20056133,15748162,32990287,33008094,32977419,33096292,33079260,33049992,16405514,16410750,25686659,25666429,25640758,32819574,32800927,11205134,11205147,20368333,27555548,27567860,27569183,27543773,27549180,20333481,27164829,34391968,34364303,34218945,34279788,34228274,34481870,34536508,21864400,22081626,22085464,21964614,22037494,22789904,22698579,29267220,29286084,29246926,29204935,29207498,29196883,29198015,18075986,30097802,30185816,15565429,18672391,29048735,31540057,31430510,35014986,28572562,27340670,33823232,19794909,34162132,23973301,23279934,29854828,19859962,33282962,17874343,17574387,32012897,24995576,29056550,26555088,31351366,22330755,22341818,10863545,28060896,31727601,31232472,23938252,31251998,23764428,22669749,30813952,30841450,30852286,30734970,30739037,30488803,30441775,30463564,30466621,24782287,32488469,32488470,9564633,31858421,31869719,30469423,31654722,35292674,29363729,35067061,34938384,30413118,32427711,30930291,29620282,35488941,35366203,35113305,27417698,28790012,35853641,35792194,35732866,35791824,35726081,35738452,29054324,31552591,31513985,33350241,33363088,33422110,31648047,31654381,33204711,33122120,33672866,33641782,33626425,16713109,33646178,33774066,27810782,27846826,27853890,16953112,17363222,28950995,28991528,29016795,28986232,28986252,17890755,1279704,24269587,19558798,32168102,32169474,32170675,32152798,32124387,25125332,25169902,32087283,32710995,32747020,26231448,26282348,27194825,11704295,17017556,17023164,17030740,12170314,22910321,22917537,22919443,22940226,12631585,18196934,24045063,14513261,24657313,24952384,24946750,24886419,25243152,25224679,24884485,32336641,32279161,7700568,9754903,10416510,20730621,15978720,10991672,11133172,33900518,34105899,33905875,33836343,33892001,26444095,33505213,33505591,21675994,35516456,35685661,35608813,35656776,28389404,28548309,28577132,28753652,28760679,12926538,19067250,26852411,26861286,22144311,22183805,29102164,28856541,31332506,31349736,31270675,20925384,17584117,29968707,29970291,29987762,30658122,30678325,29928951,8809836,28240188,22119505,23911592,21051678,31205938,12964024,35418806,17469135,34933727,15270199,31991850,21318773,32257898,32257899,32257903,32257904,34879838,35163768,35303012,34124763,34111468,34153665,34125470,28476157,28889267,35142987,35193594,35199308,35236262,28509081,29759145,29727730,30885616,30954607,29501454,29435648,29519253,29534526,29904013,30011811,30200569,30390673,34850494,34775235,34941735,34939110,35107690,35021949,35328530,35385250,35430334,35078271,29667667,24355073,32458386,32376269,19214748,31004593,12843292,28823928,8945728,17100591,16682109,27956075,33442686,33892139,23098801,22563483,22573480,28182002,28146110,28914791,28176275,23276669,23894773,31174552,25595674,25598355,10349502,27002719,27668667	DisGeNET,PubChem
ENSG00000136381	19913091,15866737,19250338,15057521,20125122,18191877,16464747,19699718,20121342,11313346,12224755,28638917,12946050,24576094,22269801	PubChem
ENSG00000136603	23985028,35500217,22340708,27921253,18003920,27821734,25378175,20670888,27267045,20463395,32968192,30130562,23719160,25247703,21597461,20812868,17678953	PubChem
ENSG00000136634	21249202,29321620,35589918,31455413,23791745,20880267,18284424,30063943,18362084,24854197,33729106,25890150,28268219,28753520,21970803,17017555,21887889,34272410,28456715,19410592,15814801,33182332,31970698,31939008,31940754,17562359,31059087,30933849,31711508,31732449,28247333,32413185,26114860,33008094,25666429,26016368,32787765,11205134,20370487,27555548,27567860,27569183,27164829,34229013,34453687,29164519,23563022,23548600,31134068,27340670,29854828,31232472,22669749,30739037,30501635,35067061,17314138,35072912,29570770,35366203,35113305,28799796,35699838,35708868,35792194,29054324,27987058,33986285,16688597,18545225,24269587,25134730,32087283,32671618,15648059,21585261,22910321,22930493,24948069,32336641,10430055,11133172,33902532,33900518,16807359,12926538,26729090,22144311,31335998,31325563,30644041,29077524,21051678,30454693,12964024,29478949,35193594,35199307,29759145,29720230,30954070,30315378,30390673,24602984,34887364,34941735,35430334,35078271,28823928,27956075,33741985,28176275,23896940,27668667	PubChem
ENSG00000136717	32842621,35246032	PubChem
ENSG00000136750	26826552,15882945,15837143,34536428,23537732,31374106,23938762,23496922,23738148,19162046,12099898,12127088,12621628,18598767,18642642,9795182,28363755,23044920,12923817,15372592,29651049,8278600,17324953,19660528	PubChem
ENSG00000136810	31861721,23245351,22492997,20385180,24936441,18250162,21850687,24863694,23226354,33230666,18003920,28755477,18084903,26164633,21402726,12807419,12832036,26549649,26878799,9895231,26013581,21209210,15210302,29115830,21815648,16724068,16938864,19526288,20202476,17018646,20600802,34732784,29147904,23333338,20141169,22657837,19735704,15181236,15184375,17447416	PubChem
